Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd,,
9789675,MALARIA_EST_MORTALITY,GLOBAL,GLOBAL,,,YEAR,2004,,,,,,,,,24.86 [23.76-26.63],24.85978094,23.75868963,26.63414565,,2025-12-19T14:27:58Z,2004,01/01/2004,31/12/2004,,
9797169,MALARIA_EST_MORTALITY,COUNTRY,KGZ,EUR,Europe,YEAR,2015,,,,,,,,,0 [0-0],0,0,0,,2025-12-19T14:27:58Z,2015,01/01/2015,31/12/2015,,
9801862,MALARIA_EST_MORTALITY,COUNTRY,COL,AMR,Americas,YEAR,2016,,,,,,,,,0.34 [0.34-0.34],0.342785648,0.342785648,0.342785648,,2025-12-19T14:27:58Z,2016,01/01/2016,31/12/2016,,
9803395,MALARIA_EST_MORTALITY,COUNTRY,TCD,AFR,Africa,YEAR,2021,,,,,,,,,78.27 [60.71-103.35],78.26778494,60.70984985,103.3459719,,2025-12-19T14:27:58Z,2021,01/01/2021,31/12/2021,,
9824655,MALARIA_EST_MORTALITY,COUNTRY,CIV,AFR,Africa,YEAR,2011,,,,,,,,,115.29 [106.89-124.43],115.2902322,106.8922464,124.4278185,,2025-12-19T14:27:58Z,2011,01/01/2011,31/12/2011,,
9844309,MALARIA_EST_MORTALITY,COUNTRY,THA,SEAR,South-East Asia,YEAR,2012,,,,,,,,,0.28 [0.28-0.28],0.280809487,0.280809487,0.280809487,,2025-12-19T14:27:58Z,2012,01/01/2012,31/12/2012,,
9846461,MALARIA_EST_MORTALITY,COUNTRY,VUT,WPR,Western Pacific,YEAR,2007,,,,,,,,,16.27 [6.33-74.13],16.26927457,6.326940111,74.12688226,,2025-12-19T14:27:58Z,2007,01/01/2007,31/12/2007,,
9863258,MALARIA_EST_MORTALITY,COUNTRY,DOM,AMR,Americas,YEAR,2012,,,,,,,,,0.14 [0.14-0.14],0.144222544,0.144222544,0.144222544,,2025-12-19T14:27:58Z,2012,01/01/2012,31/12/2012,,
9863496,MALARIA_EST_MORTALITY,COUNTRY,VUT,WPR,Western Pacific,YEAR,2003,,,,,,,,,33.87 [14.45-62.27],33.87365128,14.44611599,62.26774132,,2025-12-19T14:27:58Z,2003,01/01/2003,31/12/2003,,
9868952,MALARIA_EST_MORTALITY,COUNTRY,GHA,AFR,Africa,YEAR,2024,,,,,,,,,33.80 [31.84-36.62],33.79574294,31.83800072,36.61624241,,2025-12-19T14:27:58Z,2024,01/01/2024,31/12/2024,,
9869896,MALARIA_EST_MORTALITY,COUNTRY,SDN,EMR,Eastern Mediterranean,YEAR,2012,,,,,,,,,8.27 [3.60-13.97],8.273935683,3.602005765,13.97238883,,2025-12-19T14:27:58Z,2012,01/01/2012,31/12/2012,,
9870630,MALARIA_EST_MORTALITY,COUNTRY,GUF,AMR,Americas,YEAR,2012,,,,,,,,,1.47 [1.47-1.47],1.47080453,1.47080453,1.47080453,,2025-12-19T14:27:58Z,2012,01/01/2012,31/12/2012,,
9882767,MALARIA_EST_MORTALITY,COUNTRY,TKM,EUR,Europe,YEAR,2017,,,,,,,,,0 [0-0],0,0,0,,2025-12-19T14:27:58Z,2017,01/01/2017,31/12/2017,,
9896674,MALARIA_EST_MORTALITY,COUNTRY,SSD,AFR,Africa,YEAR,2011,,,,,,,,,66.46 [51.43-85.13],66.45536123,51.42830427,85.12764591,,2025-12-19T14:27:58Z,2011,01/01/2011,31/12/2011,,
9907671,MALARIA_EST_MORTALITY,COUNTRY,TGO,AFR,Africa,YEAR,2005,,,,,,,,,116.76 [109.59-124.40],116.7567294,109.5877567,124.4047742,,2025-12-19T14:27:58Z,2005,01/01/2005,31/12/2005,,
9925633,MALARIA_EST_MORTALITY,COUNTRY,PER,AMR,Americas,YEAR,2021,,,,,,,,,0.13 [0.07-0.22],0.130545255,0.069112194,0.222694847,,2025-12-19T14:27:58Z,2021,01/01/2021,31/12/2021,,
9925714,MALARIA_EST_MORTALITY,COUNTRY,SLB,WPR,Western Pacific,YEAR,2015,,,,,,,,,9.00 [4.42-14.38],9.004454836,4.423240972,14.37553316,,2025-12-19T14:27:58Z,2015,01/01/2015,31/12/2015,,
9928444,MALARIA_EST_MORTALITY,COUNTRY,BDI,AFR,Africa,YEAR,2009,,,,,,,,,52.25 [48.97-55.93],52.24838491,48.97378025,55.92533007,,2025-12-19T14:27:58Z,2009,01/01/2009,31/12/2009,,
9934386,MALARIA_EST_MORTALITY,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2007,,,,,,,,,0.39 [0.39-0.39],0.393859468,0.393859468,0.393859468,,2025-12-19T14:27:58Z,2007,01/01/2007,31/12/2007,,
9952466,MALARIA_EST_MORTALITY,COUNTRY,GTM,AMR,Americas,YEAR,2015,,,,,,,,,0.02 [0-0.03],0.01658734,0,0.033174681,,2025-12-19T14:27:58Z,2015,01/01/2015,31/12/2015,,
9954264,MALARIA_EST_MORTALITY,COUNTRY,TGO,AFR,Africa,YEAR,2021,,,,,,,,,39.94 [33.62-48.42],39.93972773,33.621006,48.42128821,,2025-12-19T14:27:58Z,2021,01/01/2021,31/12/2021,,
9959079,MALARIA_EST_MORTALITY,COUNTRY,GMB,AFR,Africa,YEAR,2008,,,,,,,,,28.22 [27.23-29.38],28.22011913,27.22993951,29.37532868,,2025-12-19T14:27:58Z,2008,01/01/2008,31/12/2008,,
9959553,MALARIA_EST_MORTALITY,COUNTRY,SDN,EMR,Eastern Mediterranean,YEAR,2004,,,,,,,,,13.89 [5.85-25.08],13.89223559,5.851429266,25.08186683,,2025-12-19T14:27:58Z,2004,01/01/2004,31/12/2004,,
9964381,MALARIA_EST_MORTALITY,COUNTRY,AFG,EMR,Eastern Mediterranean,YEAR,2018,,,,,,,,,1.03 [0.44-1.74],1.029310353,0.444154467,1.741367514,,2025-12-19T14:27:58Z,2018,01/01/2018,31/12/2018,,
